,DBN,School Name,Student Response Rate,Number of student respondents,Number of eligible students,Safety and respect score,Communication score,Engagement score,Academic expectation score
940,19K346,P.S. 346 Abe Stark,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
941,19K364,I.S. 364 Gateway,95.0,378.0,396.0,5.7,5.8,6.1,7.3
942,19K409,East New York Family Academy,79.0,330.0,416.0,6.7,6.2,6.7,7.5
943,19K420,Franklin K. Lane High School,64.0,228.0,355.0,6.3,5.5,6.4,7.1
944,19K431,Thomas Jefferson Yabc,58.0,111.0,192.0,8.8,7.6,8.6,8.7
945,19K452,Frederick Douglass Academy VIII Middle School,96.0,204.0,212.0,7.6,7.0,7.9,8.4
946,19K502,FDNY High School for Fire and Life Safety,73.0,270.0,371.0,5.4,5.4,5.7,6.8
947,19K504,High School for Civil Rights,69.0,273.0,395.0,6.4,6.1,6.8,7.5
948,19K507,Performing Arts and Technology High School,71.0,278.0,394.0,6.5,6.0,7.1,7.7
949,19K510,World Academy for Total Community Health High Scho,71.0,265.0,371.0,5.3,5.7,5.6,6.9
950,19K583,Multicultural High School,90.0,360.0,402.0,7.1,5.9,7.0,7.4
951,19K615,Transit Tech Career and Technical Education High S,51.0,713.0,1389.0,5.3,5.4,5.9,6.7
952,19K618,Academy of Innovative Technology,49.0,139.0,285.0,6.4,6.2,7.0,7.5
953,19K639,Brooklyn Lab School,70.0,210.0,301.0,5.6,5.8,5.8,6.5
954,19K659,Cypress Hills Collegiate Preparatory School,73.0,293.0,399.0,6.6,6.6,7.0,7.4
955,19K660,W. H. Maxwell Career and Technical Education High,56.0,385.0,688.0,5.8,5.7,6.0,6.8
956,19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
957,19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,100.0,139.0,139.0,7.8,8.0,8.4,8.7
958,19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, W",98.0,227.0,232.0,6.7,6.2,6.9,7.0
959,19K751,ACADEMY FOR HEALTH CAREERS,88.0,72.0,82.0,5.8,5.9,6.3,7.0
960,20K030,I.S. 30 Mary White Ovington,96.0,328.0,340.0,6.6,6.1,6.7,7.4
961,20K048,P.S. 048 Mapleton,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
962,20K062,J.H.S. 062 Ditmas,97.0,1171.0,1209.0,7.0,6.3,7.1,7.8
963,20K069,P.S. 69 Vincent D. Grippo School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
964,20K102,P.S. 102 The Bayview,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
965,20K104,P.S./I.S. 104 The Fort Hamilton School,100.0,434.0,436.0,7.0,7.2,7.6,8.4
966,20K105,P.S. 105 The Blythebourne,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
967,20K112,P.S. 112 Lefferts Park,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
968,20K127,P.S. 127 Mckinley Park,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
969,20K160,P.S. 160 William T. Sampson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
970,20K163,P.S. 163 Bath Beach,98.0,47.0,48.0,8.4,6.8,8.0,8.3
971,20K164,P.S. 164 Caesar Rodney,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
972,20K170,Ralph A. Fabrizio School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
973,20K176,P.S. 176 Ovington,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
974,20K179,P.S. 179 Kensington,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
975,20K180,The SEEALL Academy,99.0,450.0,456.0,7.2,6.4,7.3,7.8
976,20K185,P.S. 185 Walter Kassenbrock,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
977,20K186,P.S. 186 Dr. Irving A Gladstone,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
978,20K187,The Christa McAuliffe School\I.S. 187,100.0,991.0,992.0,7.8,6.1,7.5,8.0
979,20K192,P.S. 192 - The Magnet School for Math and Science,96.0,213.0,223.0,7.4,7.2,7.6,8.2
980,20K200,P.S. 200 Benson School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
981,20K201,J.H.S. 201 The Dyker Heights,96.0,1439.0,1492.0,6.8,5.5,6.8,7.5
982,20K204,P.S. 204 Vince Lombardi,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
983,20K205,P.S. 205 Clarion,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
984,20K220,J.H.S. 220 John J. Pershing,94.0,1177.0,1257.0,6.5,5.5,6.4,7.1
985,20K223,J.H.S. 223 The Montauk,96.0,576.0,602.0,7.0,6.0,7.1,7.8
986,20K227,J.H.S. 227 Edward B. Shallow,95.0,1252.0,1321.0,6.4,5.3,6.4,7.1
987,20K229,P.S. 229 Dyker,93.0,115.0,123.0,5.9,5.8,5.7,6.3
988,20K247,P.S. 247 Brooklyn,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
989,20K259,J.H.S. 259 William Mckinley,96.0,1347.0,1409.0,7.6,6.9,7.9,8.5
990,20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
991,20K310,P.S. 310,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
992,20K445,New Utrecht High School,14.0,419.0,3091.0,7.0,6.3,7.1,7.5
993,20K485,High School of Telecommunication Arts and Technol,80.0,1001.0,1256.0,7.0,6.3,6.8,7.6
994,20K490,Fort Hamilton High School,62.0,2589.0,4201.0,7.1,6.3,7.0,7.6
995,20K503,PS 503: The School of Discovery,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
996,20K505,Franklin Delano Roosevelt High School,81.0,2545.0,3138.0,6.8,5.6,6.5,7.1
997,20K506,P.S. 506: The School of Journalism & Technology,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
998,20K609,Urban Assembly School for Criminal Justice,85.0,247.0,290.0,7.7,7.2,7.8,8.4
999,20K658,Franklin Delano Roosevelt YABC,89.0,222.0,250.0,7.6,6.5,7.4,7.7
1000,20K682,THE ACADEMY OF TALENTED SCHOLARS,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1001,20K686,BROOKLYN SCHOOL OF INQUIRY,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1002,20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1003,20K971,P.S. 971,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1004,21K090,P.S. 90 Edna Cohen School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1005,21K095,P.S. 095 The Gravesend,99.0,179.0,180.0,6.3,5.7,6.4,7.2
1006,21K096,I.S. 096 Seth Low,96.0,805.0,842.0,6.6,6.3,7.0,7.7
1007,21K097,P.S. 97 The Highlawn,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1008,21K098,I.S. 98 Bay Academy,99.0,1191.0,1204.0,7.0,6.4,7.1,7.8
1009,21K099,P.S. 099 Isaac Asimov,94.0,222.0,235.0,7.2,7.5,7.8,8.0
1010,21K100,P.S. 100 The Coney Island School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1011,21K101,P.S. 101 The Verrazano,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1012,21K121,P.S. 121 Nelson A. Rockefeller,100.0,56.0,56.0,7.6,6.7,7.6,8.1
1013,21K128,P.S. 128 Bensonhurst,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1014,21K153,P.S. 153 Homecrest,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1015,21K177,P.S. 177 The Marlboro,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1016,21K188,P.S. 188 Michael E. Berdy,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1017,21K199,P.S. 199 Frederick Wachtel,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1018,21K209,P.S. 209 Margaret Mead,100.0,198.0,198.0,6.6,6.1,6.9,7.7
1019,21K212,P.S. 212 Lady Deborah Moody,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1020,21K215,P.S. 215 Morris H. Weiss,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1021,21K216,P.S. 216 Arturo Toscanini,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1022,21K225,P.S. K225 - The Eileen E. Zaglin,92.0,260.0,282.0,8.0,7.0,8.0,8.3
1023,21K226,P.S. 226 Alfred De B.Mason,99.0,261.0,264.0,7.3,6.6,7.5,7.9
1024,21K228,I.S. 228 David A. Boody,99.0,793.0,804.0,6.7,5.9,6.8,7.6
1025,21K238,P.S. 238 Anne Sullivan,97.0,158.0,163.0,7.8,7.7,8.2,8.8
1026,21K239,Mark Twain I.S. 239 for the Gifted & Talented,94.0,1247.0,1326.0,7.8,6.4,7.7,8.0
1027,21K253,P.S. 253,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1028,21K281,I.S. 281 Joseph B Cavallaro,96.0,1228.0,1278.0,6.8,5.9,6.8,7.6
1029,21K288,P.S. 288 The Shirley Tanyhill,97.0,145.0,149.0,6.0,6.3,6.8,7.4
1030,21K303,I.S. 303 Herbert S. Eisenberg,98.0,697.0,712.0,7.8,7.4,8.2,8.7
1031,21K329,P.S. 329 Surfside,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1032,21K337,International High School at Lafayette,94.0,306.0,324.0,7.6,7.0,7.1,7.8
1033,21K344,Rachel Carson High School for Coastal Studies,90.0,403.0,449.0,6.3,6.1,6.1,7.1
1034,21K348,High School of Sports Management,75.0,238.0,319.0,6.0,6.4,6.9,7.6
1035,21K410,Abraham Lincoln High School,76.0,1861.0,2443.0,6.0,5.8,6.2,7.0
1036,21K411,Abraham Lincoln Yabc,69.0,140.0,203.0,7.2,6.2,6.9,6.9
1037,21K468,Kingsborough Early College School,97.0,383.0,394.0,6.4,6.3,6.5,7.2
1038,21K525,Edward R. Murrow High School,89.0,3436.0,3860.0,7.0,6.0,6.8,7.3
1039,21K540,John Dewey High School,75.0,1879.0,2499.0,6.4,5.6,6.5,7.0
1040,21K559,Life Academy High School for Film and Music,47.0,98.0,210.0,6.2,6.4,6.4,7.0
1041,21K572,Expeditionary Learning School for Community Leader,70.0,135.0,192.0,6.4,5.9,6.1,6.8
1042,21K620,William E. Grady Career and Technical Education Hi,65.0,700.0,1076.0,5.5,5.5,6.2,6.9
1043,21K690,Brooklyn Studio Secondary School,94.0,797.0,850.0,6.5,5.9,6.7,7.1
1044,21K728,Liberation Diploma Plus,73.0,121.0,165.0,7.7,6.3,7.3,7.8
1045,22K014,J.H.S. 014 Shell Bank,92.0,584.0,635.0,6.3,5.7,6.7,7.5
1046,22K052,P.S. 052 Sheepshead Bay,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1047,22K078,J.H.S. 078 Roy H. Mann,95.0,1043.0,1098.0,5.4,5.4,6.0,7.2
1048,22K109,P.S. 109,96.0,240.0,250.0,5.4,5.9,6.6,7.4
1049,22K119,P.S. 119 Amersfort,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1050,22K134,P.S. K134,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1051,22K139,P.S. 139 Alexine A. Fenty,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1052,22K152,School of Science & Technology,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1053,22K193,P.S. 193 Gil Hodges,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1054,22K194,P.S. 194 Raoul Wallenberg,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1055,22K195,P.S. 195 Manhattan Beach,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1056,22K197,P.S. 197 Brooklyn,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1057,22K198,P.S. 198 Brooklyn,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1058,22K203,P.S. 203 Floyd Bennett,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1059,22K206,P.S. 206 Joseph F Lamb,99.0,341.0,345.0,7.0,6.0,7.1,7.7
1060,22K207,P.S. 207 Elizabeth G. Leary,97.0,324.0,334.0,6.8,6.7,7.3,8.0
1061,22K217,P.S. 217 Colonel David Marcus School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1062,22K222,P.S. 222 Katherine R. Snyder,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1063,22K234,J.H.S. 234 Arthur W. Cunningham,98.0,1796.0,1836.0,6.9,6.3,7.3,8.0
1064,22K236,P.S. 236 Mill Basin,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1065,22K240,Andries Hudde,95.0,1018.0,1069.0,4.5,5.1,5.4,6.9
1066,22K245,P.S. 245,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1067,22K251,P.S. 251 Paerdegat,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1068,22K254,P.S. 254 Dag Hammarskjold,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1069,22K255,P.S. 255 Barbara Reing School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1070,22K269,P.S. 269 Nostrand,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1071,22K277,P.S. 277 Gerritsen Beach,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1072,22K278,J.H.S. 278 Marine Park,94.0,919.0,978.0,6.6,6.5,7.1,8.1
1073,22K312,P.S. 312 Bergen Beach,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1074,22K315,P.S. K315,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1075,22K326,P.S. 326,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1076,22K361,P.S. 361 East Flatbush Early Childhood School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1077,22K381,I. S. 381,93.0,383.0,411.0,5.4,5.0,5.3,6.8
1078,22K405,Midwood High School,85.0,3330.0,3921.0,6.5,5.4,6.2,7.1
1079,22K425,James Madison High School,86.0,2681.0,3117.0,6.5,6.0,6.7,7.3
1080,22K495,Sheepshead Bay High School,88.0,1759.0,1988.0,5.7,5.5,6.4,6.9
1081,22K535,Leon M. Goldstein High School for the Sciences,92.0,933.0,1015.0,7.6,6.3,7.1,7.6
1082,22K555,Brooklyn College Academy,98.0,605.0,616.0,7.5,6.5,7.1,8.0
1083,23K041,P.S. 041 Francis White,93.0,206.0,222.0,5.3,6.2,6.8,7.5
1084,23K073,P.S. 073 Thomas S. Boyland,89.0,124.0,139.0,6.4,5.9,6.8,7.6
1085,23K137,P.S./I.S. 137 Rachel Jean Mitchell,97.0,84.0,87.0,5.6,6.3,6.8,7.1
1086,23K150,P.S. 150 Christopher,98.0,44.0,45.0,6.6,6.5,7.3,7.6
1087,23K155,P.S./ I.S. 155 Nicholas Herkimer,97.0,184.0,189.0,6.2,6.2,7.3,7.7
1088,23K156,P.S. 156 Waverly,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1089,23K165,P.S. 165 Ida Posner,90.0,147.0,163.0,6.3,6.6,7.4,7.8
1090,23K178,P.S. 178 Saint Clair Mckelway,93.0,177.0,190.0,5.5,6.2,7.0,7.5
1091,23K184,P.S. 184 Newport,83.0,141.0,169.0,6.4,6.3,6.8,7.6
1092,23K284,P.S. 284 Lew Wallace,95.0,168.0,176.0,6.7,6.5,7.3,7.7
1093,23K298,P.S. 298 Dr. Betty Shabazz,86.0,166.0,194.0,4.8,5.7,6.0,7.1
1094,23K323,P.S./I.S. 323,97.0,184.0,190.0,7.4,7.4,8.2,8.4
1095,23K327,P.S. 327 Dr. Rose B. English,93.0,199.0,214.0,5.6,5.6,6.5,7.4
1096,23K332,P.S. 332 Charles H. Houston,89.0,87.0,98.0,5.7,6.0,6.3,7.2
1097,23K392,I.S. 392,88.0,242.0,274.0,6.9,6.4,7.1,8.1
1098,23K493,Brooklyn Collegiate: A College Board School,81.0,469.0,580.0,6.1,5.8,6.6,7.4
1099,23K514,Frederick Douglass Academy VII High School,81.0,300.0,372.0,6.2,6.1,6.7,7.5
1100,23K518,Kappa V,97.0,252.0,261.0,5.7,5.7,6.3,7.3
1101,23K522,Mott Hall IV,100.0,255.0,255.0,6.4,6.0,6.7,7.5
1102,23K631,General D. Chappie James Elementary School of Science,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1103,23K634,General D. Chappie James Middle School of Science,96.0,182.0,190.0,6.3,6.8,7.2,7.6
1104,23K643,Brooklyn Democracy Academy,64.0,116.0,182.0,7.9,6.9,7.7,8.3
1105,23K644,Eagle Academy for Young Men II,81.0,167.0,205.0,7.6,6.9,8.4,8.8
1106,23K645,EBC/ENY High School for Public Safety & Law,55.0,36.0,65.0,6.9,5.8,6.3,6.8
1107,23K646,Aspirations Diploma Plus High School,52.0,108.0,209.0,7.3,6.4,7.2,7.7
1108,23K647,Metropolitan Diploma Plus High School,77.0,151.0,196.0,7.4,7.0,7.5,8.1
1109,23K671,MOTT HALL BRIDGES MIDDLE SCHOOL,90.0,38.0,42.0,7.6,7.3,7.7,8.3
1110,23K697,Teachers Preparatory High School,90.0,492.0,549.0,6.4,6.3,7.0,7.8
1111,24Q005,I.S. 5 - The Walter Crowley Intermediate School,94.0,1412.0,1508.0,6.6,6.0,6.6,7.5
1112,24Q007,P.S. 007 Louis F. Simeone,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1113,24Q012,P.S. 012 James B. Colgate,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1114,24Q013,P.S. 013 Clement C. Moore,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1115,24Q014,P.S. 014 Fairview,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1116,24Q016,P.S. Q016,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1117,24Q019,P.S. 019 Marino Jeantet,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1118,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1119,24Q049,P.S. 049 Dorothy Bonawit Kole,97.0,197.0,203.0,7.4,7.0,7.3,8.0
1120,24Q058,P.S. 58 - School of Heroes,99.0,113.0,114.0,7.4,6.1,7.5,8.0
1121,24Q061,I.S. 061 Leonardo Da Vinci,95.0,2089.0,2188.0,6.5,6.2,6.8,7.7
1122,24Q068,P.S. 068 Cambridge,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1123,24Q071,P.S. 071 Forest,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1124,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,95.0,1413.0,1493.0,6.4,5.7,6.3,7.4
1125,24Q077,I.S. 077,97.0,1090.0,1127.0,6.0,5.9,6.3,7.1
1126,24Q081,P.S. 81Q Jean Paul Richter,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1127,24Q087,P.S. 087 Middle Village,91.0,182.0,200.0,8.4,8.1,8.9,9.1
1128,24Q088,P.S. 088 Seneca,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1129,24Q089,P.S. 089 Elmhurst,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1130,24Q091,P.S. 091 Richard Arkwright,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1131,24Q093,I.S. 093 Ridgewood,91.0,1166.0,1275.0,6.1,5.9,6.5,7.4
1132,24Q102,P.S. 102 Bayview,99.0,331.0,336.0,7.5,6.9,7.8,8.5
1133,24Q113,P.S. 113 Isaac Chauncey,98.0,179.0,183.0,9.3,8.7,9.2,9.4
1134,24Q119,I.S. 119 The Glendale,98.0,938.0,961.0,6.3,6.2,6.8,7.7
1135,24Q125,I.S. 125 Thom J. McCann Woodside,99.0,1424.0,1445.0,6.9,5.9,6.9,7.8
1136,24Q128,P.S. 128 Juniper Valley,98.0,124.0,126.0,8.7,7.8,8.5,8.9
1137,24Q143,P.S. 143 Louis Armstrong,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1138,24Q153,P.S. 153 Maspeth Elem,100.0,165.0,165.0,8.2,7.9,8.7,8.9
1139,24Q199,P.S. 199 Maurice A. Fitzgerald,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1140,24Q229,P.S. 229 Emanuel Kaplan,97.0,151.0,156.0,8.8,7.8,8.8,9.2
1141,24Q239,P.S. 239,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1142,24Q264,Academy of Finance and Enterprise,95.0,400.0,420.0,7.3,6.5,6.9,7.9
1143,24Q267,High School of Applied Communication,95.0,330.0,346.0,6.8,6.2,6.5,7.3
1144,24Q290,P.S. 290,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1145,24Q293,Civic Leadership Academy,92.0,295.0,320.0,7.3,6.7,7.4,7.8
1146,24Q296,Pan American International High School,87.0,294.0,339.0,7.3,6.1,7.0,7.6
1147,24Q299,Bard High School Early College II,88.0,460.0,522.0,7.9,6.8,7.4,8.4
1148,24Q305,Learners and Leaders,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1149,24Q307,Pioneer Academy,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1150,24Q330,P.S. 330,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1151,24Q455,Newtown High School,74.0,2076.0,2787.0,6.4,5.9,6.4,7.1
1152,24Q457,HS Arts & Business Yabc,44.0,86.0,196.0,8.0,6.5,7.6,7.9
1153,24Q485,Grover Cleveland High School,56.0,1260.0,2260.0,6.4,5.7,6.5,7.2
1154,24Q520,Middle College High School at LaGuardia Community,70.0,321.0,460.0,7.3,6.1,6.8,7.4
1155,24Q530,International High School at LaGuardia Community C,84.0,381.0,453.0,8.0,6.9,7.3,7.8
1156,24Q550,High School for Arts and Business,84.0,632.0,750.0,7.0,5.5,6.8,7.4
1157,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",87.0,478.0,549.0,7.2,6.2,6.5,7.1
1158,24Q600,Queens Vocational and Technical High School,85.0,1092.0,1285.0,6.6,5.8,6.3,7.2
1159,24Q610,Aviation Career & Technical Education High School,93.0,1932.0,2067.0,6.9,5.8,6.4,7.3
1160,24Q744,VOYAGES Preparatory,91.0,208.0,229.0,9.3,9.3,9.0,9.2
1161,24Q877,The 51 Avenue Academy (The Path To Academic Excell,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1162,25Q020,P.S. 020 John Bowne,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1163,25Q021,P.S. 021 Edward Hart,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1164,25Q022,P.S. 022 Thomas Jefferson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1165,25Q024,P.S. 024 Andrew Jackson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1166,25Q025,I.S. 025 Adrien Block,97.0,801.0,824.0,6.1,5.6,6.1,7.2
1167,25Q029,P.S. 029 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1168,25Q032,P.S. 032 State Street,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1169,25Q079,P.S. 079 Francis Lewis,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1170,25Q107,P.S. 107 Thomas A Dooley,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1171,25Q120,P.S. 120 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1172,25Q129,P.S. 129 Patricia Larkin,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1173,25Q130,P.S. 130,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1174,25Q154,P.S. 154 Queens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1175,25Q163,P.S. 163 Flushing Heights,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1176,25Q164,P.S. 164 Queens Valley,91.0,202.0,221.0,6.6,5.6,6.6,7.5
1177,25Q165,P.S. 165 Edith K. Bergtraum,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1178,25Q169,P.S. 169 Bay Terrace,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1179,25Q184,P.S. 184 Flushing Manor,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1180,25Q185,J.H.S. 185 Edward Bleeker,77.0,855.0,1114.0,6.7,5.8,6.6,7.6
1181,25Q189,J.H.S. 189 Daniel Carter Beard,98.0,773.0,786.0,7.4,7.1,7.4,8.2
1182,25Q193,P.S. 193 Alfred J. Kennedy,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1183,25Q194,J.H.S. 194 William Carr,94.0,1050.0,1117.0,5.9,5.5,6.0,7.1
1184,25Q200,PS/MS 200 - The Pomonok School & STAR Academy,100.0,179.0,179.0,6.2,5.8,6.8,7.2
1185,25Q201,P.S. 201 The Discovery School for Inquiry and Rese,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1186,25Q209,P.S. 209 Clearview Gardens,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1187,25Q214,P.S. 214 Cadwallader Colden,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1188,25Q219,P.S. 219 Paul Klapper,99.0,198.0,201.0,7.1,5.9,6.9,8.0
1189,25Q237,I.S. 237,98.0,1168.0,1189.0,6.5,5.9,6.8,7.3
1190,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1191,25Q244,The Active Learning Elementary School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1192,25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,99.0,368.0,371.0,5.9,5.0,6.1,6.8
1193,25Q252,"Queens School of Inquiry, The",100.0,491.0,491.0,7.0,6.4,7.0,7.7
1194,25Q263,Flushing International High School,89.0,352.0,397.0,7.4,7.0,7.2,7.5
1195,25Q281,East-West School of International Studies,95.0,547.0,574.0,6.7,5.8,6.4,7.0
1196,25Q285,World Journalism Preparatory: A College Board Scho,87.0,481.0,550.0,6.9,6.4,6.3,7.5
1197,25Q294,BELL Academy,99.0,298.0,302.0,7.3,6.3,7.1,7.6
1198,25Q425,John Bowne High School,80.0,2653.0,3329.0,6.8,5.8,6.5,7.1
1199,25Q460,Flushing High School,72.0,2103.0,2917.0,5.6,5.4,6.1,6.8
1200,25Q467,Flushing Yabc,87.0,216.0,249.0,8.6,7.5,8.5,8.6
1201,25Q499,"The Queens College School for Math, Science and Te",100.0,158.0,158.0,7.0,6.5,6.8,7.6
